,afc,,,,,
4293,609,,,,,
4294,693,,,,,
4295,702,,,,,
4296,615,,,,,
4297,633,,,,,
4298,645,,,,,
4299,645,,,,,
4300,693,,,,,
4301,672,,,,,
4302,609,,,,,
4303,672,,,,,
4304,615,,,,,
4305,822,,,,,
4306,639,,,,,
4307,675,,,,,
4308,642,,,,,
4309,852,,,,,
4310,693,,,,,
4311,663,,,,,
4312,633,,,,,
4313,759,,,,,
4314,645,,,,,
4315,702,,,,,
4316,675,,,,,
4317,600,,,,,
4318,696,,,,,
4319,672,,,,,
4320,603,,,,,
4321,666,,,,,
4322,705,,,,,
4323,675,,,,,
4324,729,,,,,
4325,765,,,,,
4326,615,,,,,
4327,759,,,,,
4328,645,,,,,
4329,693,,,,,
4330,669,,,,,
4331,720,,,,,
4332,726,,,,,
4333,669,,,,,
4334,663,,,,,
4335,825,,,,,
4336,699,,,,,
4337,603,,,,,
4338,852,,,,,
4339,606,,,,,
4340,642,,,,,
4341,720,,,,,
4342,645,,,,,
4343,729,,,,,
4344,672,,,,,
4345,699,,,,,
4346,696,,,,,
4347,603,,,,,
4348,666,,,,,
4349,669,,,,,
4350,612,,,,,
4351,600,,,,,
4352,612,,,,,
4353,615,,,,,
4354,645,,,,,
4355,663,,,,,
4356,732,,,,,
4357,612,,,,,
4358,660,,,,,
4359,660,,,,,
4360,720,,,,,
4361,645,,,,,
4362,603,,,,,
4363,630,,,,,
4364,792,,,,,
4365,732,,,,,
4366,699,,,,,
4367,669,,,,,
4368,825,,,,,
4369,810,,,,,
4370,606,,,,,
4371,639,,,,,
4372,693,,,,,
4373,699,,,,,
4374,600,,,,,
4375,663,,,,,
4376,735,,,,,
4377,783,,,,,
4378,795,,,,,
4379,672,,,,,
4380,600,,,,,
4381,600,,,,,
4382,669,,,,,
4383,729,,,,,
4384,645,,,,,
4385,615,,,,,
4386,780,,,,,
4387,732,,,,,
4388,750,,,,,
4389,753,,,,,
4390,609,,,,,
4391,699,,,,,
4392,735,,,,,
4393,609,,,,,
4394,630,,,,,
4395,615,,,,,
4396,765,,,,,
4397,705,,,,,
4398,702,,,,,
4399,705,,,,,
4400,705,,,,,
4401,609,,,,,
4402,663,,,,,
4403,759,,,,,
4404,639,,,,,
4405,603,,,,,
4406,660,,,,,
4407,669,,,,,
4408,693,,,,,
4409,756,,,,,
4410,672,,,,,
4411,600,,,,,
4412,735,,,,,
4413,675,,,,,
4414,759,,,,,
4415,765,,,,,
4416,615,,,,,
4417,642,,,,,
4418,615,,,,,
4419,705,,,,,
4420,753,,,,,
4421,615,,,,,
4422,612,,,,,
4423,606,,,,,
4424,762,,,,,
4425,726,,,,,
4426,660,,,,,
4427,702,,,,,
4428,765,,,,,
4429,609,,,,,
4430,735,,,,,
4431,693,,,,,
4432,750,,,,,
4433,660,,,,,
4434,735,,,,,
4435,723,,,,,
4436,702,,,,,
4437,663,,,,,
4438,633,,,,,
4439,633,,,,,
4440,672,,,,,
4441,639,,,,,
4442,735,,,,,
4443,675,,,,,
4444,669,,,,,
4445,825,,,,,
4446,636,,,,,
4447,795,,,,,
4448,633,,,,,
4449,609,,,,,
4450,600,,,,,
4451,735,,,,,
4452,732,,,,,
4453,609,,,,,
4454,609,,,,,
4455,705,,,,,
4456,693,,,,,
4457,642,,,,,
4458,720,,,,,
4459,612,,,,,
4460,822,,,,,
4461,720,,,,,
4462,723,,,,,
4463,609,,,,,
4464,639,,,,,
4465,735,,,,,
4466,633,,,,,
4467,720,,,,,
4468,705,,,,,
4469,630,,,,,
4470,672,,,,,
4471,603,,,,,
4472,882,,,,,
4473,660,,,,,
4474,600,,,,,
4475,672,,,,,
4476,660,,,,,
4477,609,,,,,
4478,615,,,,,
4479,663,,,,,
4480,735,,,,,
4481,666,,,,,
4482,756,,,,,
4483,600,,,,,
4484,612,,,,,
4485,639,,,,,
4486,663,,,,,
4487,699,,,,,
4488,600,,,,,
4489,645,,,,,
4490,702,,,,,
4491,675,,,,,
4492,735,,,,,
4493,699,,,,,
4494,699,,,,,
4495,612,,,,,
4496,822,,,,,
4497,612,,,,,
4498,600,,,,,
4499,795,,,,,
4500,735,,,,,
4501,690,,,,,
4502,612,,,,,
4503,609,,,,,
4504,642,,,,,
4505,693,,,,,
4506,663,,,,,
4507,795,,,,,
4508,660,,,,,
4509,702,,,,,
4510,603,,,,,
4511,666,,,,,
4512,756,,,,,
4513,636,,,,,
4514,699,,,,,
4515,633,,,,,
4516,600,,,,,
4517,600,,,,,
4518,702,,,,,
4519,675,,,,,
4520,663,,,,,
4521,672,,,,,
4522,690,,,,,
4523,702,,,,,
4524,705,,,,,
4525,660,,,,,
4526,672,,,,,
4527,639,,,,,
4528,705,,,,,
4529,690,,,,,
4530,645,,,,,
4531,765,,,,,
4532,852,,,,,
4533,672,,,,,
4534,630,,,,,
4535,735,,,,,
4536,699,,,,,
4537,660,,,,,
4538,645,,,,,
4539,660,,,,,
4540,603,,,,,
4541,609,,,,,
4542,645,,,,,
4543,699,,,,,
4544,735,,,,,
4545,780,,,,,
4546,690,,,,,
4547,642,,,,,
4548,645,,,,,
4549,735,,,,,
4550,693,,,,,
4551,600,,,,,
4552,732,,,,,
4553,723,,,,,
4554,675,,,,,
4555,606,,,,,
4556,636,,,,,
4557,663,,,,,
4558,702,,,,,
4559,762,,,,,
4560,615,,,,,
4561,660,,,,,
4562,732,,,,,
4563,765,,,,,
4564,780,,,,,
4565,669,,,,,
4566,603,,,,,
4567,630,,,,,
4568,789,,,,,
4569,663,,,,,
4570,675,,,,,
4571,795,,,,,
4572,612,,,,,
4573,615,,,,,
4574,630,,,,,
4575,645,,,,,
4576,669,,,,,
4577,630,,,,,
4578,675,,,,,
4579,609,,,,,
4580,705,,,,,
4581,669,,,,,
4582,675,,,,,
4583,729,,,,,
4584,660,,,,,
4585,759,,,,,
4586,642,,,,,
4587,750,,,,,
4588,615,,,,,
4589,609,,,,,
4590,702,,,,,
4591,606,,,,,
4592,636,,,,,
4593,705,,,,,
4594,603,,,,,
4595,666,,,,,
4596,663,,,,,
4597,819,,,,,
4598,672,,,,,
4599,630,,,,,
4600,759,,,,,
4601,702,,,,,
4602,612,,,,,
4603,636,,,,,
4604,660,,,,,
4605,732,,,,,
4606,696,,,,,
4607,699,,,,,
4608,600,,,,,
4609,816,,,,,
4610,735,,,,,
4611,765,,,,,
4612,639,,,,,
4613,600,,,,,
4614,795,,,,,
4615,639,,,,,
4616,723,,,,,
4617,660,,,,,
4618,660,,,,,
4619,636,,,,,
4620,636,,,,,
4621,759,,,,,
4622,660,,,,,
4623,666,,,,,
4624,603,,,,,
4625,603,,,,,
4626,663,,,,,
4627,765,,,,,
4628,675,,,,,
4629,750,,,,,
4630,723,,,,,
4631,675,,,,,
4632,735,,,,,
4633,723,,,,,
4634,609,,,,,
4635,636,,,,,
4636,693,,,,,
4637,660,,,,,
4638,603,,,,,
4639,603,,,,,
4640,735,,,,,
4641,603,,,,,
4642,633,,,,,
4643,699,,,,,
4644,702,,,,,
4645,663,,,,,
4646,645,,,,,
4647,639,,,,,
4648,612,,,,,
4649,735,,,,,
4650,825,,,,,
4651,672,,,,,
4652,750,,,,,
4653,816,,,,,
4654,672,,,,,
4655,645,,,,,
4656,732,,,,,
4657,672,,,,,
4658,762,,,,,
4659,783,,,,,
4660,762,,,,,
4661,603,,,,,
4662,603,,,,,
4663,762,,,,,
4664,810,,,,,
4665,609,,,,,
4666,699,,,,,
4667,639,,,,,
4668,723,,,,,
4669,765,,,,,
4670,642,,,,,
4671,633,,,,,
4672,600,,,,,
4673,795,,,,,
4674,693,,,,,
4675,732,,,,,
4676,612,,,,,
4677,615,,,,,
4678,600,,,,,
4679,639,,,,,
4680,702,,,,,
4681,735,,,,,
4682,720,,,,,
4683,660,,,,,
4684,600,,,,,
4685,633,,,,,
4686,645,,,,,
4687,693,,,,,
4688,726,,,,,
4689,780,,,,,
4690,633,,,,,
4691,693,,,,,
4692,660,,,,,
4693,606,,,,,
4694,675,,,,,
4695,603,,,,,
4696,606,,,,,
4697,660,,,,,
4698,855,,,,,
4699,606,,,,,
4700,612,,,,,
4701,645,,,,,
4702,699,,,,,
4703,663,,,,,
4704,603,,,,,
4705,675,,,,,
4706,666,,,,,
4707,645,,,,,
4708,609,,,,,
4709,675,,,,,
4710,612,,,,,
4711,606,,,,,
4712,693,,,,,
4713,675,,,,,
4714,600,,,,,
4715,660,,,,,
4716,663,,,,,
4717,633,,,,,
4718,615,,,,,
4719,792,,,,,
4720,672,,,,,
4721,615,,,,,
4722,705,,,,,
4723,615,,,,,
4724,702,,,,,
4725,780,,,,,
4726,660,,,,,
4727,606,,,,,
4728,672,,,,,
4729,630,,,,,
4730,612,,,,,
4731,735,,,,,
4732,663,,,,,
4733,663,,,,,
4734,759,,,,,
4735,636,,,,,
4736,630,,,,,
4737,636,,,,,
4738,699,,,,,
4739,600,,,,,
4740,663,,,,,
4741,690,,,,,
4742,762,,,,,
4743,753,,,,,
4744,795,,,,,
4745,792,,,,,
4746,633,,,,,
4747,720,,,,,
4748,735,,,,,
4749,603,,,,,
4750,642,,,,,
4751,636,,,,,
4752,702,,,,,
4753,696,,,,,
4754,672,,,,,
4755,639,,,,,
4756,822,,,,,
4757,729,,,,,
4758,609,,,,,
4759,660,,,,,
4760,669,,,,,
4761,633,,,,,
4762,750,,,,,
4763,609,,,,,
4764,720,,,,,
4765,606,,,,,
4766,615,,,,,
4767,639,,,,,
4768,825,,,,,
4769,693,,,,,
4770,732,,,,,
4771,609,,,,,
4772,750,,,,,
4773,663,,,,,
4774,609,,,,,
4775,600,,,,,
4776,693,,,,,
4777,750,,,,,
4778,693,,,,,
4779,753,,,,,
4780,606,,,,,
4781,666,,,,,
4782,645,,,,,
4783,645,,,,,
4784,792,,,,,
4785,690,,,,,
4786,702,,,,,
4787,609,,,,,
4788,762,,,,,
4789,693,,,,,
4790,615,,,,,
4791,732,,,,,
4792,672,,,,,
4793,669,,,,,
4794,855,,,,,
4795,762,,,,,
4796,825,,,,,
4797,696,,,,,
4798,609,,,,,
4799,666,,,,,
4800,633,,,,,
4801,672,,,,,
4802,726,,,,,
4803,603,,,,,
4804,750,,,,,
4805,723,,,,,
4806,762,,,,,
4807,615,,,,,
4808,690,,,,,
4809,792,,,,,
4810,609,,,,,
4811,672,,,,,
4812,669,,,,,
4813,750,,,,,
4814,756,,,,,
4815,693,,,,,
4816,633,,,,,
4817,669,,,,,
4818,639,,,,,
4819,615,,,,,
4820,795,,,,,
4821,720,,,,,
4822,630,,,,,
4823,702,,,,,
4824,669,,,,,
4825,723,,,,,
4826,765,,,,,
4827,765,,,,,
4828,723,,,,,
4829,606,,,,,
4830,795,,,,,
4831,612,,,,,
4832,720,,,,,
4833,600,,,,,
4834,855,,,,,
4835,765,,,,,
4836,606,,,,,
4837,732,,,,,
4838,723,,,,,
4839,765,,,,,
4840,675,,,,,
4841,606,,,,,
4842,822,,,,,
4843,663,,,,,
4844,723,,,,,
4845,663,,,,,
4846,690,,,,,
4847,789,,,,,
4848,639,,,,,
4849,750,,,,,
4850,705,,,,,
4851,690,,,,,
4852,735,,,,,
4853,645,,,,,
4854,672,,,,,
4855,660,,,,,
4856,699,,,,,
4857,789,,,,,
4858,633,,,,,
4859,603,,,,,
4860,612,,,,,
4861,762,,,,,
4862,663,,,,,
4863,825,,,,,
4864,639,,,,,
4865,663,,,,,
4866,675,,,,,
4867,636,,,,,
4868,600,,,,,
4869,645,,,,,
4870,606,,,,,
4871,819,,,,,
4872,669,,,,,
4873,765,,,,,
4874,705,,,,,
4875,723,,,,,
4876,663,,,,,
4877,690,,,,,
4878,795,,,,,
4879,765,,,,,
4880,705,,,,,
4881,663,,,,,
4882,792,,,,,
4883,663,,,,,
4884,663,,,,,
4885,603,,,,,
4886,633,,,,,
4887,735,,,,,
4888,705,,,,,
4889,729,,,,,
4890,765,,,,,
4891,639,,,,,
4892,855,,,,,
4893,639,,,,,
4894,705,,,,,
4895,675,,,,,
4896,636,,,,,
4897,603,,,,,
4898,765,,,,,
4899,606,,,,,
4900,603,,,,,
4901,672,,,,,
4902,690,,,,,
4903,669,,,,,
4904,729,,,,,
4905,762,,,,,
4906,705,,,,,
4907,795,,,,,
4908,675,,,,,
4909,672,,,,,
4910,702,,,,,
4911,639,,,,,
4912,735,,,,,
4913,702,,,,,
4914,702,,,,,
4915,765,,,,,
4916,609,,,,,
4917,612,,,,,
4918,795,,,,,
4919,603,,,,,
4920,765,,,,,
4921,606,,,,,
4922,615,,,,,
4923,789,,,,,
4924,663,,,,,
4925,720,,,,,
4926,675,,,,,
4927,699,,,,,
4928,666,,,,,
4929,702,,,,,
4930,609,,,,,
4931,630,,,,,
4932,606,,,,,
4933,609,,,,,
4934,672,,,,,
4935,795,,,,,
4936,759,,,,,
4937,660,,,,,
4938,753,,,,,
4939,792,,,,,
4940,633,,,,,
4941,609,,,,,
4942,735,,,,,
4943,729,,,,,
4944,639,,,,,
4945,600,,,,,
4946,762,,,,,
4947,792,,,,,
4948,852,,,,,
4949,723,,,,,
4950,735,,,,,
4951,630,,,,,
4952,762,,,,,
4953,645,,,,,
4954,705,,,,,
4955,750,,,,,
4956,609,,,,,
4957,705,,,,,
4958,816,,,,,
4959,633,,,,,
4960,612,,,,,
4961,660,,,,,
4962,660,,,,,
4963,630,,,,,
4964,645,,,,,
4965,762,,,,,
4966,609,,,,,
4967,606,,,,,
4968,645,,,,,
4969,669,,,,,
4970,750,,,,,
4971,693,,,,,
4972,600,,,,,
4973,675,,,,,
4974,702,,,,,
4975,603,,,,,
4976,636,,,,,
4977,669,,,,,
4978,693,,,,,
4979,663,,,,,
4980,825,,,,,
4981,825,,,,,
4982,645,,,,,
4983,849,,,,,
4984,765,,,,,
4985,642,,,,,
4986,753,,,,,
4987,630,,,,,
4988,603,,,,,
4989,732,,,,,
4990,720,,,,,
4991,603,,,,,
4992,705,,,,,
4993,795,,,,,
4994,789,,,,,
4995,783,,,,,
4996,675,,,,,
4997,765,,,,,
4998,615,,,,,
4999,705,,,,,
5000,606,,,,,
5001,693,,,,,
5002,606,,,,,
5003,609,,,,,
5004,642,,,,,
5005,603,,,,,
5006,690,,,,,
5007,726,,,,,
5008,675,,,,,
5009,723,,,,,
5010,732,,,,,
5011,765,,,,,
5012,690,,,,,
5013,705,,,,,
5014,603,,,,,
5015,615,,,,,
5016,609,,,,,
5017,720,,,,,
5018,630,,,,,
5019,825,,,,,
5020,693,,,,,
5021,822,,,,,
5022,666,,,,,
5023,702,,,,,
5024,663,,,,,
5025,822,,,,,
5026,630,,,,,
5027,765,,,,,
5028,669,,,,,
5029,735,,,,,
5030,675,,,,,
5031,645,,,,,
5032,696,,,,,
5033,705,,,,,
5034,825,,,,,
5035,696,,,,,
5036,672,,,,,
5037,636,,,,,
5038,762,,,,,
5039,723,,,,,
5040,630,,,,,
5041,699,,,,,
5042,600,,,,,
5043,693,,,,,
5044,750,,,,,
5045,735,,,,,
5046,699,,,,,
5047,633,,,,,
5048,606,,,,,
5049,759,,,,,
5050,723,,,,,
5051,849,,,,,
5052,609,,,,,
5053,675,,,,,
5054,699,,,,,
5055,603,,,,,
5056,642,,,,,
5057,675,,,,,
5058,603,,,,,
5059,639,,,,,
5060,600,,,,,
5061,732,,,,,
5062,609,,,,,
5063,705,,,,,
5064,675,,,,,
5065,660,,,,,
5066,630,,,,,
5067,729,,,,,
5068,600,,,,,
5069,666,,,,,
5070,699,,,,,
5071,735,,,,,
5072,810,,,,,
5073,699,,,,,
5074,633,,,,,
5075,669,,,,,
5076,723,,,,,
5077,729,,,,,
5078,630,,,,,
5079,699,,,,,
5080,699,,,,,
5081,669,,,,,
5082,615,,,,,
5083,600,,,,,
5084,630,,,,,
5085,735,,,,,
5086,645,,,,,
5087,705,,,,,
5088,615,,,,,
5089,750,,,,,
5090,729,,,,,
5091,615,,,,,
5092,603,,,,,
5093,729,,,,,
5094,705,,,,,
5095,729,,,,,
5096,669,,,,,
5097,663,,,,,
5098,675,,,,,
5099,759,,,,,
5100,813,,,,,
5101,645,,,,,
5102,639,,,,,
5103,609,,,,,
5104,759,,,,,
5105,630,,,,,
5106,690,,,,,
5107,759,,,,,
5108,630,,,,,
5109,780,,,,,
5110,699,,,,,
5111,675,,,,,
5112,762,,,,,
5113,669,,,,,
5114,645,,,,,
5115,669,,,,,
5116,765,,,,,
5117,603,,,,,
5118,735,,,,,
5119,639,,,,,
5120,720,,,,,
5121,675,,,,,
5122,633,,,,,
5123,660,,,,,
5124,609,,,,,
5125,666,,,,,
5126,603,,,,,
5127,603,,,,,
5128,672,,,,,
5129,663,,,,,
5130,675,,,,,
5131,630,,,,,
5132,675,,,,,
5133,675,,,,,
5134,672,,,,,
5135,723,,,,,
5136,672,,,,,
5137,705,,,,,
5138,669,,,,,
5139,759,,,,,
5140,600,,,,,
5141,762,,,,,
5142,699,,,,,
5143,609,,,,,
5144,705,,,,,
5145,765,,,,,
5146,645,,,,,
5147,729,,,,,
5148,675,,,,,
5149,675,,,,,
5150,672,,,,,
5151,792,,,,,
5152,600,,,,,
5153,666,,,,,
5154,855,,,,,
5155,762,,,,,
5156,726,,,,,
5157,690,,,,,
5158,693,,,,,
5159,795,,,,,
5160,732,,,,,
5161,630,,,,,
5162,603,,,,,
5163,705,,,,,
5164,765,,,,,
5165,615,,,,,
5166,636,,,,,
5167,639,,,,,
5168,693,,,,,
5169,753,,,,,
5170,690,,,,,
5171,735,,,,,
5172,615,,,,,
5173,705,,,,,
5174,705,,,,,
5175,630,,,,,
5176,669,,,,,
5177,750,,,,,
5178,675,,,,,
5179,603,,,,,
5180,723,,,,,
5181,699,,,,,
5182,600,,,,,
5183,882,,,,,
5184,735,,,,,
5185,705,,,,,
5186,642,,,,,
5187,699,,,,,
5188,705,,,,,
5189,615,,,,,
5190,735,,,,,
5191,636,,,,,
5192,645,,,,,
5193,672,,,,,
5194,675,,,,,
5195,702,,,,,
5196,690,,,,,
5197,642,,,,,
5198,642,,,,,
5199,690,,,,,
5200,639,,,,,
5201,630,,,,,
5202,672,,,,,
5203,762,,,,,
5204,810,,,,,
5205,669,,,,,
5206,630,,,,,
5207,696,,,,,
5208,795,,,,,
5209,660,,,,,
5210,735,,,,,
5211,603,,,,,
5212,729,,,,,
5213,732,,,,,
5214,609,,,,,
5215,675,,,,,
5216,729,,,,,
5217,732,,,,,
5218,735,,,,,
5219,693,,,,,
5220,693,,,,,
5221,633,,,,,
5222,609,,,,,
5223,663,,,,,
5224,735,,,,,
5225,666,,,,,
5226,822,,,,,
5227,600,,,,,
5228,669,,,,,
5229,600,,,,,
5230,693,,,,,
5231,729,,,,,
5232,666,,,,,
5233,702,,,,,
5234,603,,,,,
5235,693,,,,,
5236,732,,,,,
5237,690,,,,,
5238,645,,,,,
5239,756,,,,,
5240,675,,,,,
5241,615,,,,,
5242,729,,,,,
5243,732,,,,,
5244,759,,,,,
5245,693,,,,,
5246,723,,,,,
5247,672,,,,,
5248,822,,,,,
5249,783,,,,,
5250,633,,,,,
5251,780,,,,,
5252,660,,,,,
5253,765,,,,,
5254,705,,,,,
5255,750,,,,,
5256,609,,,,,
5257,609,,,,,
5258,795,,,,,
5259,645,,,,,
5260,612,,,,,
5261,735,,,,,
5262,600,,,,,
5263,645,,,,,
5264,705,,,,,
5265,723,,,,,
5266,690,,,,,
5267,705,,,,,
5268,732,,,,,
5269,729,,,,,
5270,663,,,,,
5271,789,,,,,
5272,600,,,,,
5273,675,,,,,
5274,795,,,,,
5275,732,,,,,
5276,600,,,,,
5277,702,,,,,
5278,855,,,,,
5279,603,,,,,
5280,615,,,,,
5281,645,,,,,
5282,696,,,,,
5283,669,,,,,
5284,615,,,,,
5285,702,,,,,
5286,609,,,,,
5287,669,,,,,
5288,750,,,,,
5289,603,,,,,
5290,699,,,,,
5291,702,,,,,
5292,615,,,,,
5293,795,,,,,
5294,669,,,,,
5295,666,,,,,
5296,702,,,,,
5297,633,,,,,
5298,672,,,,,
5299,660,,,,,
5300,672,,,,,
5301,735,,,,,
5302,822,,,,,
5303,660,,,,,
5304,633,,,,,
5305,639,,,,,
5306,639,,,,,
5307,633,,,,,
5308,765,,,,,
5309,645,,,,,
5310,609,,,,,
5311,795,,,,,
5312,633,,,,,
5313,672,,,,,
5314,900,,,,,
5315,609,,,,,
5316,762,,,,,
5317,765,,,,,
5318,660,,,,,
5319,693,,,,,
5320,600,,,,,
5321,789,,,,,
5322,792,,,,,
5323,720,,,,,
5324,645,,,,,
5325,600,,,,,
5326,759,,,,,
5327,645,,,,,
5328,705,,,,,
5329,729,,,,,
5330,615,,,,,
5331,612,,,,,
5332,642,,,,,
5333,606,,,,,
5334,675,,,,,
5335,675,,,,,
5336,756,,,,,
5337,675,,,,,
5338,765,,,,,
5339,699,,,,,
5340,603,,,,,
5341,642,,,,,
5342,720,,,,,
5343,612,,,,,
5344,783,,,,,
5345,642,,,,,
5346,600,,,,,
5347,660,,,,,
5348,633,,,,,
5349,603,,,,,
5350,702,,,,,
5351,669,,,,,
5352,603,,,,,
5353,762,,,,,
5354,765,,,,,
5355,693,,,,,
5356,663,,,,,
5357,675,,,,,
5358,795,,,,,
5359,702,,,,,
5360,762,,,,,
5361,762,,,,,
5362,672,,,,,
5363,660,,,,,
5364,675,,,,,
5365,600,,,,,
5366,630,,,,,
5367,723,,,,,
5368,633,,,,,
5369,672,,,,,
5370,702,,,,,
5371,615,,,,,
5372,645,,,,,
5373,762,,,,,
5374,672,,,,,
5375,759,,,,,
5376,675,,,,,
5377,606,,,,,
5378,615,,,,,
5379,600,,,,,
5380,609,,,,,
5381,693,,,,,
5382,600,,,,,
5383,669,,,,,
5384,663,,,,,
5385,732,,,,,
5386,609,,,,,
5387,735,,,,,
5388,630,,,,,
5389,723,,,,,
5390,705,,,,,
5391,705,,,,,
5392,639,,,,,
5393,765,,,,,
5394,615,,,,,
5395,603,,,,,
5396,672,,,,,
5397,735,,,,,
5398,690,,,,,
5399,600,,,,,
5400,720,,,,,
5401,603,,,,,
5402,825,,,,,
5403,630,,,,,
5404,696,,,,,
5405,702,,,,,
5406,675,,,,,
5407,615,,,,,
5408,705,,,,,
5409,675,,,,,
5410,753,,,,,
5411,630,,,,,
5412,705,,,,,
5413,600,,,,,
5414,699,,,,,
5415,810,,,,,
5416,645,,,,,
5417,603,,,,,
5418,636,,,,,
5419,663,,,,,
5420,612,,,,,
5421,600,,,,,
5422,795,,,,,
5423,762,,,,,
5424,759,,,,,
5425,675,,,,,
5426,702,,,,,
5427,765,,,,,
5428,603,,,,,
5429,603,,,,,
5430,600,,,,,
5431,639,,,,,
5432,606,,,,,
5433,705,,,,,
5434,615,,,,,
5435,720,,,,,
5436,639,,,,,
5437,789,,,,,
5438,732,,,,,
5439,630,,,,,
5440,705,,,,,
5441,846,,,,,
5442,729,,,,,
5443,633,,,,,
5444,612,,,,,
5445,636,,,,,
5446,603,,,,,
5447,705,,,,,
5448,633,,,,,
5449,663,,,,,
5450,663,,,,,
5451,603,,,,,
5452,603,,,,,
5453,636,,,,,
5454,732,,,,,
5455,726,,,,,
5456,633,,,,,
5457,639,,,,,
5458,612,,,,,
5459,603,,,,,
5460,639,,,,,
5461,633,,,,,
5462,783,,,,,
5463,603,,,,,
5464,660,,,,,
5465,615,,,,,
5466,750,,,,,
5467,606,,,,,
5468,675,,,,,
5469,609,,,,,
5470,762,,,,,
5471,729,,,,,
5472,645,,,,,
5473,642,,,,,
5474,663,,,,,
5475,666,,,,,
5476,633,,,,,
5477,723,,,,,
5478,672,,,,,
5479,735,,,,,
5480,729,,,,,
5481,705,,,,,
5482,612,,,,,
5483,723,,,,,
5484,663,,,,,
5485,846,,,,,
5486,669,,,,,
5487,756,,,,,
5488,600,,,,,
5489,705,,,,,
5490,723,,,,,
5491,630,,,,,
5492,672,,,,,
5493,729,,,,,
5494,609,,,,,
5495,669,,,,,
5496,606,,,,,
5497,705,,,,,
5498,609,,,,,
5499,660,,,,,
5500,612,,,,,
5501,630,,,,,
5502,633,,,,,
5503,765,,,,,
5504,702,,,,,
5505,705,,,,,
5506,675,,,,,
5507,696,,,,,
5508,675,,,,,
5509,816,,,,,
5510,663,,,,,
5511,702,,,,,
5512,612,,,,,
5513,705,,,,,
5514,693,,,,,
5515,669,,,,,
5516,603,,,,,
5517,672,,,,,
5518,735,,,,,
5519,735,,,,,
5520,732,,,,,
5521,690,,,,,
5522,633,,,,,
5523,612,,,,,
5524,606,,,,,
5525,609,,,,,
5526,702,,,,,
5527,600,,,,,
5528,705,,,,,
5529,735,,,,,
5530,663,,,,,
5531,669,,,,,
5532,642,,,,,
5533,630,,,,,
5534,693,,,,,
5535,672,,,,,
5536,636,,,,,
5537,675,,,,,
5538,636,,,,,
5539,669,,,,,
5540,735,,,,,
5541,699,,,,,
5542,810,,,,,
5543,702,,,,,
5544,633,,,,,
5545,762,,,,,
5546,765,,,,,
5547,600,,,,,
5548,693,,,,,
5549,675,,,,,
5550,603,,,,,
5551,660,,,,,
5552,639,,,,,
5553,615,,,,,
5554,612,,,,,
5555,699,,,,,
5556,663,,,,,
5557,792,,,,,
5558,816,,,,,
5559,639,,,,,
5560,612,,,,,
5561,636,,,,,
5562,630,,,,,
5563,639,,,,,
5564,609,,,,,
5565,642,,,,,
5566,735,,,,,
5567,675,,,,,
5568,816,,,,,
5569,645,,,,,
5570,615,,,,,
5571,675,,,,,
5572,732,,,,,
5573,660,,,,,
5574,765,,,,,
5575,702,,,,,
5576,669,,,,,
5577,690,,,,,
5578,735,,,,,
5579,792,,,,,
5580,705,,,,,
5581,642,,,,,
5582,600,,,,,
5583,606,,,,,
5584,675,,,,,
5585,645,,,,,
5586,690,,,,,
5587,666,,,,,
5588,600,,,,,
5589,630,,,,,
5590,792,,,,,
5591,690,,,,,
5592,675,,,,,
5593,729,,,,,
5594,675,,,,,
5595,735,,,,,
5596,615,,,,,
5597,663,,,,,
5598,783,,,,,
5599,660,,,,,
5600,765,,,,,
5601,660,,,,,
5602,765,,,,,
5603,639,,,,,
5604,750,,,,,
5605,672,,,,,
5606,603,,,,,
5607,669,,,,,
5608,726,,,,,
5609,735,,,,,
5610,630,,,,,
5611,693,,,,,
5612,663,,,,,
5613,612,,,,,
5614,609,,,,,
5615,732,,,,,
5616,855,,,,,
5617,663,,,,,
5618,630,,,,,
5619,675,,,,,
5620,735,,,,,
5621,705,,,,,
5622,603,,,,,
5623,603,,,,,
5624,699,,,,,
5625,672,,,,,
5626,660,,,,,
5627,606,,,,,
5628,603,,,,,
5629,630,,,,,
5630,672,,,,,
5631,642,,,,,
5632,612,,,,,
5633,600,,,,,
5634,612,,,,,
5635,669,,,,,
5636,672,,,,,
5637,642,,,,,
5638,705,,,,,
5639,732,,,,,
5640,762,,,,,
5641,672,,,,,
5642,660,,,,,
5643,852,,,,,
5644,666,,,,,
5645,600,,,,,
5646,750,,,,,
5647,642,,,,,
5648,609,,,,,
5649,609,,,,,
5650,675,,,,,
5651,696,,,,,
5652,642,,,,,
5653,675,,,,,
5654,819,,,,,
5655,675,,,,,
5656,606,,,,,
5657,669,,,,,
5658,702,,,,,
5659,846,,,,,
5660,702,,,,,
5661,666,,,,,
5662,723,,,,,
5663,669,,,,,
5664,795,,,,,
5665,795,,,,,
5666,669,,,,,
5667,615,,,,,
5668,609,,,,,
5669,600,,,,,
5670,633,,,,,
5671,612,,,,,
5672,735,,,,,
5673,720,,,,,
5674,720,,,,,
5675,732,,,,,
5676,645,,,,,
5677,699,,,,,
5678,666,,,,,
5679,600,,,,,
5680,756,,,,,
5681,702,,,,,
5682,675,,,,,
5683,705,,,,,
5684,765,,,,,
5685,789,,,,,
5686,693,,,,,
5687,735,,,,,
5688,606,,,,,
5689,753,,,,,
5690,735,,,,,
5691,609,,,,,
