,dpn,calf_bw,pw_adg,wa,ww,bega,belg,kirmt,tseday,negative,positive,,,,,
6054,5,27.5,0.192887281,11.85,43.5,0,0,1,0,1,0,,,,,
6055,8,31,0.201680672,12.75,49,0,0,1,0,1,0,,,,,
6056,9,30,0.189436149,12.82,47,1,0,0,0,1,0,,,,,
6057,5,33.5,0.317460317,10.35,56.5,0,1,0,0,1,0,,,,,
6058,6,33.2,0.324675325,12.76,62.2,0,0,1,0,1,0,,,,,
6059,6,31.2,0.133511348,13.91,44.2,1,0,0,0,1,0,,,,,
6060,3,28.3,0.173010381,11.56,42.3,1,0,0,0,1,0,,,,,
6061,3,32.3,0.294915654,12.11,57.3,0,0,0,1,1,0,,,,,
6062,8,30,0.257400257,9.99,48,0,0,0,1,1,0,,,,,
6063,7,33.1,0.194451646,11.02,48.1,0,0,0,1,1,0,,,,,
6064,5,27.5,0.249895877,10.29,45.5,0,0,0,1,1,0,,,,,
6065,9,33,0.279873449,11.74,56,1,0,0,0,1,0,,,,,
6066,5,28.5,0.239425379,12.53,49.5,0,0,1,0,1,0,,,,,
6067,6,28.2,0.369238605,11.22,57.2,1,0,0,0,1,0,,,,,
6068,3,32.3,0.275562001,9.85,51.3,1,0,0,0,1,0,,,,,
6069,8,33,0.303110174,10.84,56,0,0,0,1,1,0,,,,,
6070,9,27,0.379382522,10.92,56,0,0,1,0,1,0,,,,,
6071,4,30.4,0.279160092,11.77,53.4,0,1,0,0,1,0,,,,,
6072,7,32.1,0.315526058,13.13,61.1,1,0,0,0,0,1,,,,,
6073,4,30.4,0.334821429,12.8,60.4,1,0,0,0,1,0,,,,,
6074,5,31.5,0.311147186,10.56,54.5,0,0,1,0,1,0,,,,,
6075,8,32,0.262264733,9.26,49,0,0,1,0,1,0,,,,,
6076,7,33.1,0.320595024,11.14,58.1,1,0,0,0,1,0,,,,,
6077,6,32.2,0.245859213,11.04,51.2,0,0,0,1,1,0,,,,,
6078,5,28.5,0.207039337,13.8,48.5,0,0,0,1,1,0,,,,,
6079,9,28,0.206889418,13.81,48,0,0,1,0,1,0,,,,,
6080,8,31,0.254874474,11.21,51,0,1,0,0,1,0,,,,,
6081,4,29.4,0.290360046,9.84,49.4,0,0,1,0,0,1,,,,,
6082,8,28,0.255102041,9.52,45,0,0,0,1,1,0,,,,,
6083,8,31,0.290297937,9.35,50,1,0,0,0,1,0,,,,,
6084,7,32.1,0.399290151,9.66,59.1,1,0,0,0,0,1,,,,,
6085,6,30.2,0.351864884,12.18,60.2,0,0,1,0,1,0,,,,,
6086,3,27.3,0.202454764,11.29,43.3,0,0,1,0,0,1,,,,,
6087,8,32,0.287631831,11.92,56,0,0,1,0,1,0,,,,,
6088,8,32,0.163624921,11.35,45,0,1,0,0,1,0,,,,,
6089,8,29,0.220507166,9.07,43,0,1,0,0,1,0,,,,,
6090,4,32.4,0.17905103,11.17,46.4,1,0,0,0,1,0,,,,,
6091,6,28.2,0.238723458,11.37,47.2,0,1,0,0,1,0,,,,,
6092,5,29.5,0.161290323,12.4,43.5,0,1,0,0,1,0,,,,,
6093,7,33.1,0.223040036,12.81,53.1,0,1,0,0,1,0,,,,,
6094,7,33.1,0.213782696,11.36,50.1,0,0,1,0,1,0,,,,,
6095,9,28,0.306217548,10.73,51,0,0,1,0,1,0,,,,,
6096,5,33.5,0.298576022,12.44,59.5,0,0,1,0,1,0,,,,,
6097,6,30.2,0.252257037,10.76,49.2,0,0,0,1,1,0,,,,,
6098,5,31.5,0.322420635,11.52,57.5,0,0,1,0,1,0,,,,,
6099,4,29.4,0.286154523,12.98,55.4,0,0,1,0,1,0,,,,,
6100,3,29.3,0.258097819,11.07,49.3,1,0,0,0,0,1,,,,,
6101,6,28.2,0.29211295,10.27,49.2,0,1,0,0,1,0,,,,,
6102,5,29.5,0.324402259,11.89,56.5,0,1,0,0,1,0,,,,,
6103,5,28.5,0.207991242,13.05,47.5,0,0,0,1,1,0,,,,,
6104,5,30.5,0.208702911,13.69,50.5,0,0,1,0,1,0,,,,,
6105,5,29.5,0.200501253,11.4,45.5,0,1,0,0,1,0,,,,,
6106,4,30.4,0.294247462,9.71,50.4,0,1,0,0,0,1,,,,,
6107,6,31.2,0.209540244,11.59,48.2,0,0,1,0,1,0,,,,,
6108,6,32.2,0.233463035,12.85,53.2,1,0,0,0,1,0,,,,,
6109,9,30,0.297619048,12,55,1,0,0,0,1,0,,,,,
6110,6,28.2,0.155279503,13.8,43.2,0,0,0,1,0,1,,,,,
6111,5,32.5,0.216065074,11.24,49.5,0,0,0,1,1,0,,,,,
6112,7,33.1,0.30172914,12.31,59.1,1,0,0,0,0,1,,,,,
6113,4,30.4,0.280691387,9.67,49.4,0,1,0,0,1,0,,,,,
6114,5,31.5,0.269338505,13.26,56.5,0,0,1,0,1,0,,,,,
6115,8,30,0.217548949,13.79,51,0,1,0,0,1,0,,,,,
6116,7,31.1,0.260601753,12.06,53.1,0,0,1,0,0,1,,,,,
6117,3,32.3,0.27680828,11.87,55.3,0,0,1,0,1,0,,,,,
6118,4,29.4,0.269737525,13.77,55.4,0,0,1,0,1,0,,,,,
6119,7,28.1,0.271798217,13.14,53.1,0,0,1,0,1,0,,,,,
6120,9,30,0.189753321,10.54,44,0,0,0,1,1,0,,,,,
6121,4,31.4,0.222441918,11.56,49.4,1,0,0,0,1,0,,,,,
6122,9,29,0.197766403,12.28,46,0,0,1,0,1,0,,,,,
6123,4,33.4,0.232844816,10.43,50.4,0,1,0,0,1,0,,,,,
6124,6,28.2,0.316873515,10.82,52.2,0,0,0,1,1,0,,,,,
6125,7,30.1,0.307105793,13.49,59.1,0,0,1,0,1,0,,,,,
6126,9,33,0.285001781,12.03,57,0,1,0,0,1,0,,,,,
6127,8,31,0.286317058,9.48,50,0,0,0,1,1,0,,,,,
6128,4,33.4,0.236910685,12.06,53.4,1,0,0,0,1,0,,,,,
6129,5,33.5,0.230786984,12.38,53.5,0,1,0,0,1,0,,,,,
6130,8,29,0.214592275,13.98,50,0,0,1,0,1,0,,,,,
6131,3,27.3,0.166112957,12.04,41.3,0,0,1,0,1,0,,,,,
6132,7,31.1,0.210911136,10.16,46.1,1,0,0,0,1,0,,,,,
6133,5,27.5,0.335852225,11.91,55.5,0,1,0,0,1,0,,,,,
6134,3,27.3,0.342607973,13.76,60.3,0,0,0,1,1,0,,,,,
6135,8,33,0.330899133,12.52,62,0,0,1,0,1,0,,,,,
6136,7,30.1,0.356400356,9.62,54.1,0,0,0,1,1,0,,,,,
6137,7,32.1,0.216684724,9.23,46.1,0,0,0,1,1,0,,,,,
6138,6,28.2,0.352572473,10.94,55.2,0,0,0,1,1,0,,,,,
6139,3,31.3,0.308248299,13.44,60.3,0,0,1,0,1,0,,,,,
6140,7,32.1,0.218658892,13.72,53.1,0,0,1,0,1,0,,,,,
6141,7,29.1,0.344695519,11.19,56.1,1,0,0,0,1,0,,,,,
6142,8,32,0.234741784,12.78,53,0,1,0,0,1,0,,,,,
6143,5,31.5,0.183426845,13.24,48.5,0,0,1,0,1,0,,,,,
6144,7,31.1,0.350289369,9.38,54.1,0,0,1,0,1,0,,,,,
6145,8,32,0.287554635,12.42,57,0,0,0,1,1,0,,,,,
6146,5,32.5,0.293944738,9.72,52.5,0,1,0,0,0,1,,,,,
6147,5,33.5,0.183297056,12.47,49.5,0,0,1,0,1,0,,,,,
6148,5,28.5,0.287835176,9.43,47.5,0,0,1,0,1,0,,,,,
6149,7,28.1,0.266367587,10.19,47.1,0,0,1,0,1,0,,,,,
6150,8,32,0.27173913,11.04,53,0,0,1,0,1,0,,,,,
6151,7,32.1,0.298309579,12.93,59.1,0,0,1,0,1,0,,,,,
6152,6,28.2,0.201505992,13.47,47.2,0,1,0,0,1,0,,,,,
6153,5,31.5,0.228206298,12.52,51.5,0,0,1,0,1,0,,,,,
6154,4,28.4,0.240905806,11.86,48.4,1,0,0,0,1,0,,,,,
6155,6,31.2,0.199553938,12.17,48.2,0,0,0,1,1,0,,,,,
6156,4,27.4,0.361115124,9.89,52.4,0,1,0,0,1,0,,,,,
6157,5,33.5,0.250110343,9.71,50.5,0,0,1,0,1,0,,,,,
6158,5,31.5,0.245037981,11.66,51.5,0,1,0,0,1,0,,,,,
6159,9,32,0.257611241,12.2,54,0,0,0,1,1,0,,,,,
6160,8,31,0.181653043,11.01,45,0,0,0,1,1,0,,,,,
6161,3,27.3,0.352874217,12.55,58.3,1,0,0,0,1,0,,,,,
6162,8,27,0.262605042,10.88,47,0,1,0,0,1,0,,,,,
6163,8,27,0.241351569,12.43,48,1,0,0,0,1,0,,,,,
6164,7,32.1,0.296668188,12.52,58.1,0,1,0,0,1,0,,,,,
6165,9,32,0.380562061,9.76,58,0,0,0,1,1,0,,,,,
6166,9,33,0.262008734,11.45,54,0,0,1,0,1,0,,,,,
6167,6,27.2,0.235029634,13.98,50.2,0,0,1,0,1,0,,,,,
6168,8,31,0.165871864,13.78,47,0,0,1,0,1,0,,,,,
6169,6,32.2,0.243206091,13.51,55.2,0,1,0,0,1,0,,,,,
6170,8,30,0.172506739,13.25,46,1,0,0,0,1,0,,,,,
6171,4,27.4,0.371862411,9.22,51.4,0,1,0,0,1,0,,,,,
6172,7,30.1,0.228206298,12.52,50.1,0,0,1,0,1,0,,,,,
6173,5,27.5,0.35948734,9.14,50.5,0,0,1,0,1,0,,,,,
6174,4,28.4,0.21144443,10.81,44.4,0,0,1,0,1,0,,,,,
6175,7,29.1,0.297619048,10.08,50.1,0,1,0,0,1,0,,,,,
6176,6,31.2,0.196463654,10.18,45.2,0,0,0,1,1,0,,,,,
6177,7,29.1,0.199226532,12.19,46.1,0,0,1,0,1,0,,,,,
6178,8,33,0.231035811,11.13,51,0,1,0,0,1,0,,,,,
6179,9,31,0.21893815,13.05,51,0,0,1,0,1,0,,,,,
6180,7,28.1,0.354660235,10.07,53.1,0,1,0,0,1,0,,,,,
6181,8,27,0.356115601,10.43,53,0,1,0,0,1,0,,,,,
6182,8,33,0.271591526,13.15,58,1,0,0,0,1,0,,,,,
6183,6,27.2,0.208819555,11.63,44.2,0,0,1,0,1,0,,,,,
6184,8,29,0.363689264,9.82,54,0,0,1,0,1,0,,,,,
6185,3,32.3,0.219949412,12.99,52.3,0,0,0,1,1,0,,,,,
6186,3,30.3,0.285218254,11.52,53.3,0,1,0,0,1,0,,,,,
6187,7,33.1,0.210496772,10.18,48.1,0,0,1,0,1,0,,,,,
6188,4,29.4,0.163624921,11.35,42.4,1,0,0,0,1,0,,,,,
6189,6,27.2,0.382409178,10.46,55.2,1,0,0,0,1,0,,,,,
6190,9,33,0.151438667,11.32,45,0,0,1,0,1,0,,,,,
6191,9,29,0.280863015,11.19,51,0,0,1,0,1,0,,,,,
6192,5,30.5,0.294827124,10.66,52.5,1,0,0,0,1,0,,,,,
6193,7,31.1,0.178309209,13.62,48.1,1,0,0,0,1,0,,,,,
6194,7,27.1,0.257400257,13.32,51.1,1,0,0,0,1,0,,,,,
6195,6,27.2,0.376352517,9.11,51.2,0,1,0,0,1,0,,,,,
6196,7,30.1,0.237341772,12.64,51.1,0,1,0,0,1,0,,,,,
6197,3,33.3,0.297371238,12.01,58.3,1,0,0,0,1,0,,,,,
6198,5,30.5,0.264795446,10.79,50.5,0,0,1,0,1,0,,,,,
6199,8,28,0.223380491,13.43,49,0,1,0,0,1,0,,,,,
6200,4,27.4,0.291262136,10.3,48.4,0,1,0,0,1,0,,,,,
6201,6,28.2,0.286430362,11.97,52.2,0,1,0,0,1,0,,,,,
6202,3,29.3,0.26874116,10.1,48.3,0,1,0,0,1,0,,,,,
6203,5,33.5,0.359562993,10.33,59.5,0,0,0,1,1,0,,,,,
6204,4,31.4,0.339433294,9.68,54.4,0,1,0,0,1,0,,,,,
6205,6,27.2,0.226278473,9.47,42.2,0,0,1,0,1,0,,,,,
6206,3,33.3,0.279116975,11.26,55.3,0,0,1,0,1,0,,,,,
6207,7,31.1,0.341386555,10.88,57.1,1,0,0,0,1,0,,,,,
6208,9,30,0.30154542,11.37,54,1,0,0,0,1,0,,,,,
6209,6,30.2,0.21042787,12.22,48.2,1,0,0,0,1,0,,,,,
6210,5,27.5,0.208889405,12.31,45.5,0,0,1,0,1,0,,,,,
6211,5,31.5,0.358999752,11.54,60.5,0,0,1,0,1,0,,,,,
6212,8,27,0.319311398,10.29,50,0,0,0,1,0,1,,,,,
6213,9,27,0.223680286,9.58,42,0,0,0,1,1,0,,,,,
6214,9,31,0.357142857,9.2,54,1,0,0,0,1,0,,,,,
6215,3,33.3,0.328587076,9.13,54.3,0,0,0,1,1,0,,,,,
6216,4,28.4,0.27923601,12.79,53.4,0,0,0,1,1,0,,,,,
6217,6,28.2,0.311122634,11.02,52.2,0,0,1,0,1,0,,,,,
6218,8,29,0.336773493,13.15,60,0,0,1,0,1,0,,,,,
6219,5,28.5,0.280417511,9.17,46.5,0,0,1,0,1,0,,,,,
6220,4,32.4,0.204543008,13.27,51.4,0,1,0,0,1,0,,,,,
6221,9,29,0.262323751,13.07,53,0,0,1,0,1,0,,,,,
6222,7,27.1,0.294854784,9.69,47.1,0,0,1,0,1,0,,,,,
6223,4,31.4,0.264795446,10.79,51.4,0,1,0,0,1,0,,,,,
6224,6,31.2,0.315231409,9.97,53.2,1,0,0,0,1,0,,,,,
6225,5,27.5,0.337623971,13.54,59.5,0,0,1,0,1,0,,,,,
6226,8,32,0.255482223,13.42,56,0,0,1,0,0,1,,,,,
6227,7,32.1,0.254596888,10.1,50.1,0,0,1,0,1,0,,,,,
6228,7,33.1,0.20633572,11.77,50.1,0,0,0,1,1,0,,,,,
6229,5,27.5,0.361663653,9.48,51.5,0,0,1,0,1,0,,,,,
6230,9,28,0.329582907,12.57,57,0,0,0,1,1,0,,,,,
6231,7,29.1,0.278960505,9.73,48.1,0,1,0,0,1,0,,,,,
6232,5,32.5,0.146092038,13.69,46.5,0,1,0,0,1,0,,,,,
6233,9,29,0.349608198,11.85,58,0,0,1,0,1,0,,,,,
6234,5,30.5,0.194261805,9.56,43.5,0,0,1,0,1,0,,,,,
6235,5,33.5,0.187590188,9.9,46.5,0,0,1,0,1,0,,,,,
6236,3,32.3,0.280898876,10.68,53.3,1,0,0,0,1,0,,,,,
6237,9,28,0.352733686,11.34,56,0,0,1,0,1,0,,,,,
6238,7,29.1,0.311791383,10.08,51.1,0,0,1,0,1,0,,,,,
6239,7,31.1,0.220264317,13.62,52.1,0,0,0,1,0,1,,,,,
6240,4,33.4,0.351864884,12.18,63.4,0,0,0,1,1,0,,,,,
6241,4,32.4,0.193050193,11.1,47.4,0,1,0,0,1,0,,,,,
6242,4,27.4,0.185528757,13.86,45.4,0,1,0,0,1,0,,,,,
6243,6,28.2,0.295488124,12.57,54.2,0,0,1,0,1,0,,,,,
6244,4,29.4,0.168811986,13.54,45.4,0,1,0,0,0,1,,,,,
6245,4,32.4,0.398877234,9.67,59.4,0,1,0,0,1,0,,,,,
6246,4,33.4,0.28541385,9.51,52.4,1,0,0,0,1,0,,,,,
6247,3,32.3,0.303643725,9.88,53.3,1,0,0,0,1,0,,,,,
6248,5,32.5,0.274725275,9.36,50.5,0,1,0,0,0,1,,,,,
6249,9,30,0.238563009,10.18,47,1,0,0,0,1,0,,,,,
6250,8,27,0.265619587,12.37,50,0,1,0,0,1,0,,,,,
6251,5,27.5,0.322675271,9.74,49.5,0,0,1,0,1,0,,,,,
6252,6,31.2,0.281214848,10.16,51.2,1,0,0,0,0,1,,,,,
6253,7,31.1,0.263129043,13.03,55.1,0,0,0,1,1,0,,,,,
6254,5,32.5,0.290860275,12.77,58.5,0,0,1,0,1,0,,,,,
6255,3,33.3,0.212845875,11.41,50.3,1,0,0,0,1,0,,,,,
6256,9,30,0.216013825,9.92,45,0,0,1,0,1,0,,,,,
6257,7,33.1,0.405489707,9.16,59.1,0,1,0,0,1,0,,,,,
6258,4,29.4,0.179412424,12.74,45.4,1,0,0,0,1,0,,,,,
6259,6,32.2,0.314121825,10.46,55.2,0,0,0,1,1,0,,,,,
6260,4,31.4,0.328798186,12.6,60.4,0,1,0,0,1,0,,,,,
6261,5,31.5,0.15593139,11.91,44.5,0,0,1,0,1,0,,,,,
6262,7,30.1,0.292233337,12.71,56.1,0,1,0,0,1,0,,,,,
6263,5,27.5,0.340873877,9.22,49.5,0,0,0,1,1,0,,,,,
6264,5,27.5,0.244200244,12.87,49.5,0,1,0,0,1,0,,,,,
6265,5,33.5,0.188679245,10.6,47.5,0,0,0,1,1,0,,,,,
6266,6,32.2,0.289855072,13.8,60.2,0,1,0,0,1,0,,,,,
6267,9,27,0.313684486,10.93,51,0,0,1,0,1,0,,,,,
6268,8,28,0.274285714,12.5,52,0,0,0,1,1,0,,,,,
6269,4,30.4,0.321750322,11.1,55.4,0,0,1,0,1,0,,,,,
6270,7,29.1,0.270720533,13.72,55.1,0,0,1,0,1,0,,,,,
6271,8,28,0.284802916,12.54,53,0,0,1,0,1,0,,,,,
6272,5,30.5,0.164744646,12.14,44.5,0,0,0,1,1,0,,,,,
6273,9,32,0.234192037,13.42,54,0,1,0,0,0,1,,,,,
6274,3,27.3,0.344234079,10.79,53.3,0,0,1,0,1,0,,,,,
6275,8,32,0.181779299,13.36,49,0,0,1,0,1,0,,,,,
6276,5,30.5,0.240096038,10.71,48.5,0,0,1,0,1,0,,,,,
6277,5,28.5,0.197195443,13.04,46.5,1,0,0,0,1,0,,,,,
6278,7,33.1,0.339401419,9.26,55.1,0,0,0,1,1,0,,,,,
6279,7,33.1,0.218818381,9.14,47.1,0,0,1,0,1,0,,,,,
6280,8,31,0.218004617,11.14,48,1,0,0,0,1,0,,,,,
6281,9,31,0.220231978,9.73,46,0,0,1,0,1,0,,,,,
6282,6,27.2,0.285714286,9,45.2,0,0,0,1,1,0,,,,,
6283,6,30.2,0.300918594,9.02,49.2,1,0,0,0,0,1,,,,,
6284,8,30,0.206105887,11.09,46,0,0,1,0,0,1,,,,,
6285,5,29.5,0.316938608,12.17,56.5,0,0,1,0,1,0,,,,,
6286,4,33.4,0.29607698,13.51,61.4,0,0,1,0,1,0,,,,,
6287,4,31.4,0.234375,12.8,52.4,0,0,1,0,1,0,,,,,
6288,6,33.2,0.171729097,13.31,49.2,0,0,1,0,0,1,,,,,
6289,9,31,0.180995475,11.05,45,0,0,1,0,1,0,,,,,
6290,7,33.1,0.283822138,9.06,51.1,0,0,0,1,1,0,,,,,
6291,4,33.4,0.320197044,11.6,59.4,0,0,0,1,1,0,,,,,
6292,9,30,0.142738194,12.01,42,0,1,0,0,1,0,,,,,
6293,6,30.2,0.303490137,13.18,58.2,0,1,0,0,1,0,,,,,
6294,8,33,0.422832981,9.46,61,0,0,0,1,0,1,,,,,
6295,5,33.5,0.299805127,9.53,53.5,0,0,1,0,0,1,,,,,
6296,5,28.5,0.262503454,10.34,47.5,0,1,0,0,0,1,,,,,
6297,6,31.2,0.286259542,10.48,52.2,0,1,0,0,1,0,,,,,
6298,4,27.4,0.247800768,11.53,47.4,0,1,0,0,1,0,,,,,
6299,3,28.3,0.292063492,11.25,51.3,1,0,0,0,1,0,,,,,
6300,7,28.1,0.177462289,12.88,44.1,1,0,0,0,1,0,,,,,
6301,8,28,0.134673159,13.79,41,0,1,0,0,1,0,,,,,
6302,7,31.1,0.248447205,12.65,53.1,0,1,0,0,1,0,,,,,
6303,3,29.3,0.301252577,9.01,48.3,0,1,0,0,1,0,,,,,
6304,3,29.3,0.251227589,12.51,51.3,0,0,0,1,1,0,,,,,
6305,8,30,0.230806608,11.76,49,0,1,0,0,1,0,,,,,
6306,7,31.1,0.244770806,12.84,53.1,0,0,0,1,1,0,,,,,
6307,5,28.5,0.312734551,11.42,53.5,0,0,1,0,1,0,,,,,
6308,4,28.4,0.180294835,13.47,45.4,0,0,0,1,1,0,,,,,
6309,6,29.2,0.339558574,11.78,57.2,0,0,0,1,1,0,,,,,
6310,5,27.5,0.176522507,11.33,41.5,0,0,1,0,1,0,,,,,
6311,7,33.1,0.338184054,13.94,66.1,1,0,0,0,1,0,,,,,
6312,5,30.5,0.198412698,12.24,47.5,0,0,0,1,1,0,,,,,
6313,3,28.3,0.17921147,11.16,42.3,1,0,0,0,1,0,,,,,
6314,7,31.1,0.242667229,13.54,54.1,0,0,0,1,1,0,,,,,
6315,6,28.2,0.209424084,9.55,42.2,0,0,1,0,1,0,,,,,
6316,7,31.1,0.339630652,13.46,63.1,0,0,1,0,1,0,,,,,
6317,6,31.2,0.364914178,10.57,58.2,0,0,1,0,1,0,,,,,
6318,5,30.5,0.186065743,13.82,48.5,0,0,1,0,1,0,,,,,
6319,8,33,0.176095091,12.98,49,0,0,0,1,1,0,,,,,
6320,4,30.4,0.275540483,13.48,56.4,0,0,1,0,1,0,,,,,
6321,6,29.2,0.294186867,12.14,54.2,0,0,1,0,1,0,,,,,
6322,6,28.2,0.23541073,11.53,47.2,1,0,0,0,1,0,,,,,
6323,5,32.5,0.285218254,11.52,55.5,0,1,0,0,1,0,,,,,
6324,4,32.4,0.2839211,9.56,51.4,0,0,1,0,1,0,,,,,
6325,8,30,0.262323751,13.07,54,0,0,1,0,1,0,,,,,
6326,6,27.2,0.245535714,12.8,49.2,0,1,0,0,1,0,,,,,
6327,9,33,0.242387517,9.43,49,0,1,0,0,1,0,,,,,
6328,5,30.5,0.397561622,10.78,60.5,0,0,0,1,1,0,,,,,
6329,7,27.1,0.216013825,9.92,42.1,0,0,1,0,1,0,,,,,
6330,3,30.3,0.185228062,12.34,46.3,1,0,0,0,1,0,,,,,
6331,5,31.5,0.382226469,11.96,63.5,0,0,1,0,1,0,,,,,
6332,5,29.5,0.277292801,13.91,56.5,0,1,0,0,0,1,,,,,
6333,9,29,0.257263923,9.44,46,0,1,0,0,1,0,,,,,
6334,5,32.5,0.26475455,12.95,56.5,1,0,0,0,1,0,,,,,
6335,5,28.5,0.244100895,12.29,49.5,0,0,1,0,1,0,,,,,
6336,4,28.4,0.198585081,11.51,44.4,1,0,0,0,1,0,,,,,
6337,5,31.5,0.35430839,10.08,56.5,0,0,0,1,0,1,,,,,
6338,8,33,0.253331865,12.97,56,0,1,0,0,1,0,,,,,
6339,9,33,0.171232877,11.68,47,0,1,0,0,1,0,,,,,
6340,7,30.1,0.307771223,11.14,54.1,0,0,0,1,1,0,,,,,
6341,4,27.4,0.244090442,11.12,46.4,1,0,0,0,1,0,,,,,
6342,5,31.5,0.272479564,11.01,52.5,0,1,0,0,1,0,,,,,
6343,5,31.5,0.458365164,9.35,61.5,0,0,1,0,1,0,,,,,
6344,9,33,0.253517556,11.27,53,0,0,1,0,1,0,,,,,
6345,7,28.1,0.308324769,9.73,49.1,0,1,0,0,1,0,,,,,
6346,8,28,0.189288498,12.83,45,1,0,0,0,1,0,,,,,
6347,8,31,0.274066461,12.51,55,0,0,1,0,0,1,,,,,
6348,7,32.1,0.244291025,13.45,55.1,0,1,0,0,1,0,,,,,
6349,4,32.4,0.364121859,11.77,62.4,0,0,1,0,1,0,,,,,
6350,7,27.1,0.309389292,10.62,50.1,1,0,0,0,1,0,,,,,
6351,8,27,0.30783263,12.53,54,0,0,1,0,1,0,,,,,
6352,8,28,0.348078318,9.85,52,0,1,0,0,1,0,,,,,
6353,4,30.4,0.291765723,13.22,57.4,0,0,1,0,1,0,,,,,
6354,3,30.3,0.18018018,11.1,44.3,0,0,0,1,0,1,,,,,
6355,7,30.1,0.246529129,11.01,49.1,0,1,0,0,1,0,,,,,
6356,9,31,0.254452926,11.79,52,0,0,1,0,1,0,,,,,
6357,4,32.4,0.356872499,13.21,65.4,0,0,1,0,1,0,,,,,
6358,5,32.5,0.279807244,9.19,50.5,0,0,0,1,1,0,,,,,
6359,5,31.5,0.224692526,12.08,50.5,0,0,0,1,1,0,,,,,
6360,6,27.2,0.245901639,12.2,48.2,0,0,1,0,1,0,,,,,
6361,5,29.5,0.290124173,12.31,54.5,1,0,0,0,0,1,,,,,
6362,8,32,0.273581539,12.01,55,0,0,1,0,1,0,,,,,
6363,8,29,0.191155856,11.21,44,1,0,0,0,1,0,,,,,
6364,6,32.2,0.329107752,11.72,59.2,0,1,0,0,0,1,,,,,
6365,6,28.2,0.244971635,11.08,47.2,0,0,1,0,0,1,,,,,
6366,7,33.1,0.349230601,13.09,65.1,0,0,0,1,1,0,,,,,
6367,6,33.2,0.22610483,13.9,55.2,0,1,0,0,1,0,,,,,
6368,7,28.1,0.298261853,13.89,57.1,0,0,1,0,1,0,,,,,
6369,5,32.5,0.235819784,11.51,51.5,0,0,1,0,1,0,,,,,
6370,8,33,0.37593985,10.64,61,0,1,0,0,1,0,,,,,
6371,5,27.5,0.268210051,10.12,46.5,0,0,1,0,1,0,,,,,
6372,8,32,0.216643303,11.21,49,1,0,0,0,1,0,,,,,
6373,7,30.1,0.25210084,10.2,48.1,0,0,1,0,1,0,,,,,
6374,5,27.5,0.351378061,13.01,59.5,0,0,1,0,1,0,,,,,
6375,5,27.5,0.314355571,12.27,54.5,0,0,0,1,1,0,,,,,
6376,4,27.4,0.309810671,12.45,54.4,0,0,1,0,1,0,,,,,
6377,4,27.4,0.278293135,10.78,48.4,0,1,0,0,0,1,,,,,
6378,4,28.4,0.285714286,10.5,49.4,0,1,0,0,1,0,,,,,
6379,7,33.1,0.340136054,11.34,60.1,1,0,0,0,0,1,,,,,
6380,8,28,0.309946464,10.14,50,0,0,1,0,1,0,,,,,
6381,7,28.1,0.281162137,10.67,49.1,0,1,0,0,1,0,,,,,
6382,5,32.5,0.281273131,9.65,51.5,1,0,0,0,1,0,,,,,
6383,5,27.5,0.212374345,10.09,42.5,0,0,0,1,1,0,,,,,
6384,9,30,0.265585686,10.22,49,1,0,0,0,1,0,,,,,
6385,7,27.1,0.392464678,9.1,52.1,0,0,1,0,1,0,,,,,
6386,5,31.5,0.263778981,10.29,50.5,0,0,1,0,1,0,,,,,
6387,5,30.5,0.327700973,13.95,62.5,0,0,1,0,1,0,,,,,
6388,8,28,0.259955099,12.09,50,0,0,0,1,1,0,,,,,
6389,7,30.1,0.334168755,11.97,58.1,0,1,0,0,1,0,,,,,
6390,4,28.4,0.209263393,10.24,43.4,1,0,0,0,1,0,,,,,
6391,3,32.3,0.166251039,12.03,46.3,0,0,1,0,1,0,,,,,
6392,6,28.2,0.281954887,13.68,55.2,0,1,0,0,1,0,,,,,
6393,4,30.4,0.454759291,9.11,59.4,0,0,1,0,0,1,,,,,
6394,4,29.4,0.340947835,12.57,59.4,0,1,0,0,1,0,,,,,
6395,9,30,0.266066312,13.96,56,0,0,1,0,1,0,,,,,
6396,6,27.2,0.284164299,11.06,49.2,0,0,1,0,1,0,,,,,
6397,8,27,0.405588103,9.51,54,0,0,1,0,1,0,,,,,
6398,6,31.2,0.220913108,13.58,52.2,0,0,1,0,1,0,,,,,
6399,6,33.2,0.327262379,10.04,56.2,0,1,0,0,1,0,,,,,
6400,5,32.5,0.239616613,12.52,53.5,0,0,1,0,1,0,,,,,
6401,7,32.1,0.216450216,10.56,48.1,1,0,0,0,1,0,,,,,
6402,7,31.1,0.229387027,11.21,49.1,0,0,1,0,0,1,,,,,
6403,3,28.3,0.349916324,9.39,51.3,0,0,1,0,0,1,,,,,
6404,6,30.2,0.263278388,12.48,53.2,0,0,1,0,1,0,,,,,
6405,4,28.4,0.178292846,12.82,44.4,1,0,0,0,1,0,,,,,
6406,8,32,0.337941628,9.3,54,1,0,0,0,1,0,,,,,
6407,9,30,0.324340262,9.69,52,0,1,0,0,0,1,,,,,
6408,3,30.3,0.29154519,11.76,54.3,0,1,0,0,1,0,,,,,
6409,4,28.4,0.190815418,11.23,43.4,0,0,1,0,1,0,,,,,
6410,3,28.3,0.345125108,11.59,56.3,0,0,0,1,1,0,,,,,
6411,4,32.4,0.298973092,10.99,55.4,1,0,0,0,1,0,,,,,
